[(1, [61])]
         330309 function calls (319485 primitive calls) in 2.894 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
       88    0.000    0.000    0.000    0.000 dataclasses.py:1098(<genexpr>)
       24    0.000    0.000    0.002    0.000 dataclasses.py:1156(dataclass)
       24    0.000    0.000    0.015    0.001 dataclasses.py:1174(wrap)
        2    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
       63    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
       16    0.000    0.000    0.000    0.000 dataclasses.py:326(__set_name__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
       63    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
       24    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
       88    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       34    0.000    0.000    0.000    0.000 dataclasses.py:409(<listcomp>)
       90    0.001    0.000    0.009    0.000 dataclasses.py:412(_create_fn)
      295    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
       47    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
       51    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
       44    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
       18    0.000    0.000    0.003    0.000 dataclasses.py:527(_init_fn)
       18    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:564(<genexpr>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
       24    0.000    0.000    0.002    0.000 dataclasses.py:587(_repr_fn)
       24    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
       13    0.000    0.000    0.003    0.000 dataclasses.py:598(_frozen_get_del_attr)
       44    0.000    0.000    0.000    0.000 dataclasses.py:602(<genexpr>)
       15    0.000    0.000    0.001    0.000 dataclasses.py:623(_cmp_fn)
        7    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
       96    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
       96    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
       96    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
      111    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
       63    0.000    0.000    0.001    0.000 dataclasses.py:722(_get_field)
      114    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
      107    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 dataclasses.py:839(_hash_set_none)
        7    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
        7    0.000    0.000    0.000    0.000 dataclasses.py:843(<listcomp>)
       24    0.001    0.000    0.015    0.001 dataclasses.py:881(_process_class)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.001    0.001 datetime_ms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime_ms.py:32(DatetimeMS)
        1    0.000    0.000    0.252    0.252 db_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dbapi2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.002    0.002 dbref.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbref.py:24(DBRef)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decimal128.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decimal128.py:118(Decimal128)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default.py:112(HTTPTransport)
        1    0.000    0.000    0.000    0.000 default.py:233(AsyncResponseStream)
        1    0.000    0.000    0.000    0.000 default.py:247(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 default.py:98(ResponseStream)
        1    0.000    0.000    0.003    0.003 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        1    0.000    0.000    0.033    0.033 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 driver_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 driver_info.py:21(DriverInfo)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
       24    0.000    0.000    0.001    0.000 dtypes.py:66(_add_dtype_helper)
        1    0.000    0.000    0.006    0.006 edns.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edns.py:143(GenericOption)
        1    0.000    0.000    0.000    0.000 edns.py:172(ECSOption)
        1    0.000    0.000    0.000    0.000 edns.py:31(OptionType)
        1    0.000    0.000    0.000    0.000 edns.py:311(EDECode)
        1    0.000    0.000    0.000    0.000 edns.py:343(EDEOption)
        1    0.000    0.000    0.000    0.000 edns.py:60(Option)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entropy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entropy.py:26(EntropyPool)
        1    0.000    0.000    0.000    0.000 entropy.py:32(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:1011(unique)
        5    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       11    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
      625    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
       46    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
       46    0.005    0.000    0.011    0.000 enum.py:180(__new__)
       46    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      786    0.001    0.000    0.001    0.000 enum.py:22(_is_dunder)
       46    0.001    0.000    0.002    0.000 enum.py:222(<setcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:24(IntEnum)
      119    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
      788    0.000    0.000    0.001    0.000 enum.py:33(_is_sunder)
      358    0.000    0.000    0.006    0.000 enum.py:359(__call__)
       45    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      788    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
        6    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
      113    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       17    0.000    0.000    0.000    0.000 enum.py:451(__members__)
      909    0.001    0.000    0.001    0.000 enum.py:470(__setattr__)
       13    0.000    0.000    0.005    0.000 enum.py:483(_create_)
       13    0.000    0.000    0.007    0.001 enum.py:536(_convert_)
       13    0.001    0.000    0.002    0.000 enum.py:553(<listcomp>)
      168    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       46    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      105    0.000    0.000    0.001    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 enum.py:58(_make_class_unpicklable)
      105    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       46    0.000    0.000    0.001    0.000 enum.py:626(_find_new_)
      345    0.000    0.000    0.000    0.000 enum.py:678(__new__)
        4    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 enum.py:796(name)
       77    0.000    0.000    0.000    0.000 enum.py:801(value)
       46    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      788    0.002    0.000    0.005    0.000 enum.py:89(__setitem__)
        5    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        5    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        9    0.000    0.000    0.000    0.000 enum.py:980(__or__)
      105    0.000    0.000    0.001    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        3    0.000    0.000    0.028    0.009 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:112(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 errors.py:112(NetworkTimeout)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:132(NotPrimaryError)
        1    0.000    0.000    0.000    0.000 errors.py:154(ServerSelectionTimeoutError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:171(ConfigurationError)
        1    0.000    0.000    0.000    0.000 errors.py:175(OperationFailure)
        1    0.000    0.000    0.000    0.000 errors.py:18(BSONError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:22(InvalidBSON)
        1    0.000    0.000    0.000    0.000 errors.py:223(CursorNotFound)
        1    0.000    0.000    0.000    0.000 errors.py:231(ExecutionTimeout)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:245(WriteConcernError)
        1    0.000    0.000    0.000    0.000 errors.py:252(WriteError)
        1    0.000    0.000    0.000    0.000 errors.py:259(WTimeoutError)
        1    0.000    0.000    0.000    0.000 errors.py:26(InvalidStringData)
        1    0.000    0.000    0.000    0.000 errors.py:274(DuplicateKeyError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:283(BulkWriteError)
        1    0.000    0.000    0.000    0.000 errors.py:30(InvalidDocument)
        1    0.000    0.000    0.000    0.000 errors.py:311(InvalidOperation)
        1    0.000    0.000    0.000    0.000 errors.py:315(InvalidName)
        1    0.000    0.000    0.000    0.000 errors.py:319(CollectionInvalid)
        1    0.000    0.000    0.000    0.000 errors.py:32(PyMongoError)
        1    0.000    0.000    0.000    0.000 errors.py:323(InvalidURI)
        1    0.000    0.000    0.000    0.000 errors.py:327(DocumentTooLarge)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:331(EncryptionError)
        1    0.000    0.000    0.000    0.000 errors.py:34(InvalidId)
        1    0.000    0.000    0.000    0.000 errors.py:356(EncryptedCollectionError)
        1    0.000    0.000    0.000    0.000 errors.py:378(_OperationCancelled)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(ProtocolError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:68(ConnectionFailure)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
